"ADDRESS","BOROUGH","BIN","CD","CATEGORY","SUBCATEGORIES","JOB NUMBERS"
"160 WILLOUGHBY AVENUE","BROOKLYN","3321853","302","Approved Work","Emergency Construction","322071146"
"1600 BEDFORD AVENUE","BROOKLYN","3033461","309","Approved Work","LAA","B00353958"
"1601 55 ST","Brooklyn","3130469","312","Approved Work","Essential Facility","321821819"
"1603 LINCOLN PL","Brooklyn","3037224","308","Approved Work","Essential Facility; Affordable Housing","321613483"
"1607 49 STREET","BROOKLYN","3129033","312","Approved Work","Essential Facility","322044569"
"161 JEFFERSON AVENUE","BROOKLYN","3051880","303","Approved Work","Essential Facility; Affordable Housing","321964567"
"1610 NOSTRAND AVENUE","BROOKLYN","3118080","317","Approved Work","Single Worker Limit","B00229130"
"1613 BROOKLYN AVE","Brooklyn","3426839","317","Approved Work","Essential Facility; Affordable Housing","321847748"
"1613 MERMAID AVENUE","Brooklyn","3189070","313","Approved Work","Essential Facility; Affordable Housing","320624945"
"1616 VOORHIES AVENUE","Brooklyn","3247004","315","Approved Work","Essential Facility","321597599"
"162 6 AVENUE","BROOKLYN","3019436","306","Approved Work","Electrical","B00335332"
"162 NEWELL STREET","Brooklyn","3065822","301","Approved Work","Essential Facility","321396903"
"1620 NEW YORK AVE","Brooklyn","3205973","317","Approved Work","Essential Facility; Affordable Housing","321833272"
"1623 FLATBUSH AVENUE","Brooklyn","3206448","317","Approved Work","Essential Facility; Essential Business","321946070; 321946873"
"1626 BROOKLYN AVE","Brooklyn","3425739","317","Approved Work","Essential Facility; Affordable Housing","321660234; 340579127"
"163 COURT STREET","Brooklyn","3002826","302","Approved Work","Emergency Construction","321494414"
"1630 BROOKLYN AVE","Brooklyn","3426664","317","Approved Work","Essential Facility; Affordable Housing","321660243; 340576335"
"1634 CHURCH AVENUE","Brooklyn","3426423","314","Approved Work","Essential Facility; Affordable Housing","321831862"
"1636 50TH STREET","Brooklyn","3129392","312","Approved Work","Single Worker Limit","321354146; 321623436"
"164 6 AVENUE","BROOKLYN","3019437","306","Approved Work","Electrical","B00335335"
"1648 47 STREET","Brooklyn","3128829","312","Approved Work","Single Worker Limit","321512430"
"1648 CARROLL ST","Brooklyn","3038112","309","Approved Work","Single Worker Limit","321069507"
"1649 EAST   56 STREET","BROOKLYN","3236125","318","Approved Work","Electrical","B00342900"
"165 LAFAYETTE AVENUE","BROOKLYN","3059052","302","Approved Work","LAA","B00353312"
"1665 PITKIN AVENUE","BROOKLYN","3080743","316","Approved Work","Essential Business","321998353; B00248785; B00248799; B00257486; B00321230; B00321234"
"1668 EASTERN PARKWAY","Brooklyn","3406664","316","Approved Work","Essential Facility","321413957"
"167 41 STREET","BROOKLYN","3337106","307","Approved Work","Essential Facility","B00299363; B00299483; B00307856"
"167 NEWPORT STREET","BROOKLYN","3082379","316","Approved Work","Essential Facility; Affordable Housing","321963390"
"1672 SHEEPSHEAD BAY ROAD","Brooklyn","3204927","315","Approved Work","Essential Facility","322021012; 340705810"
"1673 OCEAN AVE","Brooklyn","3208313","314","Approved Work","Essential Facility","321684762"
"1677 45 STREET","Brooklyn","3128381","312","Approved Work","Single Worker Limit","321117741"
"168 39TH STREET","Brooklyn","3337105","307","Approved Work","Essential Facility","B00307802"
"1686 EAST 7TH STREET","Brooklyn","3253568","312","Approved Work","Single Worker Limit","321425677"
"169 EAGLE STREET","Brooklyn","3063858","301","Approved Work","Single Worker Limit","321193622"
"169 ECKFORD STREET","Brooklyn","3066134","301","Approved Work","Single Worker Limit","340712376"
"169 HULL STREET","Brooklyn","3041744","316","Approved Work","Essential Facility; Affordable Housing","321821524"
"169 LOTT ST","Brooklyn","3117945","317","Approved Work","Essential Facility; Affordable Housing","321725022; B00331470"
"169 WASHINGTON PARK","Brooklyn","3058272","302","Approved Work","Essential Business; Electrical","322018534; B00341539"
"1690 PACIFIC ST","Brooklyn","3330819","308","Approved Work","Essential Facility; Affordable Housing; Electrical","340710261; 340710270; B00342886; B00342885"
"1690 UNION STREET","BROOKLYN","3037762","309","Approved Work","Essential Facility; Affordable Housing","340718030"
"17 4TH PLACE","Brooklyn","3005375","306","Approved Work","Single Worker Limit","321937650"
"17 SEABRING STREET","Brooklyn","3396945","306","Approved Work","Single Worker Limit","321455082"
"17 STANTON RD","Brooklyn","3247780","315","Approved Work","Essential Facility","321184589"
"170 FLATBUSH AVENUE","Brooklyn","3018394","306","Approved Work","Essential Facility","321299670"
"1702 SHEEPSHEAD BAY ROAD","Brooklyn","3255048","315","Approved Work","Essential Facility","321597679"
"1705 EAST 17 STREET","Brooklyn","3428566","315","Approved Work","Essential Facility; Affordable Housing","321699989"
"171 ELDERT STREET","BROOKLYN","3078814","304","Approved Work","LAA","B00349987"
"171 MADISON ST","Brooklyn","3051347","303","Approved Work","Emergency Construction","321916922"
"171 NORTH 1 STREET","BROOKLYN","3062469","301","Approved Work","Essential Facility","322018115"
"1710 AVENUE Y","BROOKLYN","3331174","315","Approved Work","Essential Facility; Essential Business","321998424; B00307808; B00267134; B00269085"
"1715 KINGS HIGHWAY","BROOKLYN","3182465","315","Approved Work","Essential Business","322065402; B00224833"
"1718 66 STREET","BROOKLYN","3134300","311","Approved Work","Electrical","B00350221"
"172 5 AVENUE","Brooklyn","3019561","306","Approved Work","Essential Facility; Affordable Housing","321274946"
"173 HARMAN STREET","Brooklyn","3342259","304","Approved Work","Essential Facility; Affordable Housing","340592790; 340656631"
"1732 EAST 29 STREET","BROOKLYN","3183578","315","Approved Work","Essential Facility","340689286"
"1746 DEAN STREET","BROOKLYN","3035816","308","Approved Work","Essential Business","321977312; B00192428"
"1748 74 STREET","BROOKLYN","3159628","311","Approved Work","LAA","B00343751"
"175 N 8 ST","Brooklyn","3061823","301","Approved Work","Single Worker Limit","322040607"
"175 PEARL ST","Brooklyn","3000178","302","Approved Work","Essential Business","340710010; B00326847; B00326879; B00327033"
"175 SARATOGA AVENUE","BROOKLYN","3041261","316","Approved Work","Essential Facility","322067357"
"1750 EAST 14 STREET","Brooklyn","3182894","315","Approved Work","LAA","B00340798"
"1751 67TH STREET","Brooklyn","3134324","311","Approved Work","Essential Facility","322063903"
"1756 56 ST","Brooklyn","3130842","312","Approved Work","Single Worker Limit","321295736"
"176 JAVA STREET","BROOKLYN","3064615","301","Approved Work","Electrical","B00350598"
"176 SOUTH 8 STREET","BROOKLYN","3059625","301","Approved Work","Essential Facility","321948960"
"1760 EAST 28TH STREET","Brooklyn","3183531","315","Approved Work","Single Worker Limit","321194122"
"1761 EAST 26 STREET","BROOKLYN","3183500","315","Approved Work","Single Worker Limit","321981744"
"1762 54 STREET","Brooklyn","3130533","312","Approved Work","Single Worker Limit","322058116"
"1766 RYDER STREET","BROOKLYN","3220595","318","Approved Work","Single Worker Limit","340693734"
"177 ARDSLEY LOOP","BROOKLYN","3098291","305","Approved Work","Essential Facility; Affordable Housing","B00342974"
"177 MADISON STREET","BROOKLYN","3051344","303","Approved Work","Single Worker Limit","322009713"
"177 PALMETTO STREET","BROOKLYN","3428620","304","Approved Work","Essential Facility; Affordable Housing","322039977"
"177 VERONICA PLACE","Brooklyn","3117975","317","Approved Work","Essential Facility; Affordable Housing","321195274; 321535629"
"1777 45 STREET","Brooklyn","3127391","312","Approved Work","Single Worker Limit","321567577"
"1777 E 21 ST","Brooklyn","3182599","315","Approved Work","Single Worker Limit","321533113"
"178 NORTH 8 STREET","BROOKLYN","3061948","301","Approved Work","Single Worker Limit","B00319207; B00344414"
"1780 SHEEPSHEAD BAY ROAD","Brooklyn","3426699","315","Approved Work","Essential Facility; Affordable Housing","321267464; B00331144"
"1781 EAST 34 STREET","Brooklyn","3212884","318","Approved Work","Single Worker Limit","321986115"
"179 RICHARDSON STREET","Brooklyn","3067941","301","Approved Work","Single Worker Limit","321132877"
"179 WEST END AVE","Brooklyn","3426409","315","Approved Work","Essential Facility","321189307; 321247389; 321828938; 321828947"
"17A MESEREAU CT","Brooklyn","3247649","315","Approved Work","Essential Facility","321192197"
"18 CLARKSON AVE","Brooklyn","3116194","314","Approved Work","Single Worker Limit","321384284"
"18 WEBERS COURT","Brooklyn","3248051","315","Approved Work","Essential Facility","321194881"
"180 EAST 18TH STREET","Brooklyn","3117580","314","Approved Work","Emergency Construction","321983412; B00251334"
"1801 BROADWAY","Brooklyn","3080287","304","Approved Work","Essential Facility; Affordable Housing","321568683"
"1807 AVENUE P","Brooklyn","3182009","314","Approved Work","Essential Facility","321962701"
"181 CONOVER STREET","BROOKLYN","3008595","306","Approved Work","Essential Facility","340566854"
"181 DEGRAW STREET","Brooklyn","3003823","306","Approved Work","Single Worker Limit","321990191"
"181 HARMAN STREET","Brooklyn","3342258","304","Approved Work","Essential Facility; Affordable Housing; Single Worker Limit","340592727; 340656613"
"181 NORTH 7 STREET","Brooklyn","3335676","301","Approved Work","Essential Facility; Affordable Housing","321482757; 321533364"
"1811 AVENUE J","BROOKLYN","3179745","314","Approved Work","Essential Facility","B00337845"
"1813 EAST 4TH STREET","Brooklyn","3177404","315","Approved Work","Single Worker Limit","321733068"
"1815 EAST 17 STREET","BROOKLYN","3184059","315","Approved Work","Emergency Construction","340654483"
"1825 EASTERN PARKWAY EXTENSION","Brooklyn","3038748","316","Approved Work","Essential Facility; Affordable Housing","321696624"
"183 AINSLIE STREET","Brooklyn","3069032","301","Approved Work","Essential Facility; Affordable Housing","321930087"
"183 GUERNSEY STREET","BROOKLYN","3065292","301","Approved Work","Emergency Construction","321918029"
"183 MCGUINNESS BLVD","Brooklyn","3065398","301","Approved Work","Essential Facility; Affordable Housing","321550754"
"1833 NOSTRAND AVENUE","Brooklyn","3111280","317","Approved Work","Essential Facility; Electrical","321715792; B00341292"
"184 HUMBOLDT STREET","Brooklyn","3426421","301","Approved Work","Essential Business","321965879"
"184 HURON STREET","Brooklyn","3397843","301","Approved Work","Essential Facility; Affordable Housing","321525079"
"184 JORALEMON STREET","BROOKLYN","3002547","302","Approved Work","Emergency Construction","321677690"
"1848 E 3 STREE","Brooklyn","3177233","315","Approved Work","Single Worker Limit","321731104"
"185 MARCY AVENUE","Brooklyn","3059752","301","Approved Work","Essential Facility; Single Worker Limit","321493282; 321800440"
"185 NORTH 8 STREET","Brooklyn","3426626","3","Approved Work","Emergency Construction","320912857"
"185 PUTNAM AVE","Brooklyn","3057220","303","Approved Work","Essential Facility","321843207"
"185 VERONICA PLACE","Brooklyn","3117972","317","Approved Work","Essential Facility; Affordable Housing","321195247; 321535638"
"1850 EAST 8 STREET","Brooklyn","3178738","315","Approved Work","Single Worker Limit","321844206"
"1851 50 STREET","Brooklyn","3129275","312","Approved Work","Single Worker Limit","321786108"
"1856 BURNETT STREET","Brooklyn","3328993","315","Approved Work","Emergency Construction","340582943"
"1857 E 24 ST","Brooklyn","3184355","315","Approved Work","Single Worker Limit","321543077"
"186 BETHEL LOOP","BROOKLYN","3098297","305","Approved Work","Essential Facility; Affordable Housing","B00343132"
"186 GREENPOINT AVENUE","Brooklyn","3065149","301","Approved Work","Essential Facility; Affordable Housing","320376437; 321485246"
"186 JORALEMON STREET","Brooklyn","3002548","302","Approved Work","Essential Facility","321069623; 322083160; 322083678"
"187 COLUMBIA HEIGHTS","BROOKLYN","3001735","302","Approved Work","LAA","B00342515"
"187 KENT AV","Brooklyn","3426817","301","Approved Work","Emergency Construction; Essential Facility; Affordable Housing","321504555; 321504555"
"1881A ROCKAWAY PARKWAY","BROOKLYN","3233728","318","Approved Work","Essential Facility","340690924"
"1882 WEST    9 STREET","BROOKLYN","3177895","311","Approved Work","LAA","B00347432"
"189 DEAN STREET","BROOKLYN","3001106","302","Approved Work","LAA","B00349573"
"189 DEKALB AVENUE","Brooklyn","3058476","302","Approved Work","Essential Business","321928606"
"19 CLINTON AVENUE","BROOKLYN","3054128","302","Approved Work","Essential Facility","340730720"
"19 EAST 31 STREET","Brooklyn","3109319","317","Approved Work","Essential Facility; Affordable Housing","321052828"
"19 FAYETTE STREET","Brooklyn","3327993","304","Approved Work","Essential Facility","321646625"
"19 FLUSHING AVENUE","Brooklyn","3421811","302","Approved Work","Emergency Construction","321822621; 321925805"
"19 KENT AVE","Brooklyn","3425961","301","Approved Work","Emergency Construction","340219775"
"19 RICHARDSON STREET","Brooklyn","3322744","301","Approved Work","Emergency Construction","321850305"
"19 STANTON ROAD","Brooklyn","3247784","315","Approved Work","Essential Facility","321191054"
"1900 RALPH AVE.","Brooklyn","3214956","318","Approved Work","Essential Business","321964923"
"1901 10 AVENUE","Brooklyn","3017308","307","Approved Work","Essential Facility; Affordable Housing","321294899"
"1905 EAST 16 STREET","Brooklyn","3428693","315","Approved Work","Essential Facility","322001383"
"1907 EAST 16 STREET","Brooklyn","3428694","315","Approved Work","Essential Facility","322001365"
"1909 AVENUE M","BROOKLYN","3180751","314","Approved Work","Emergency Construction","B00288014"
"191 JORALEMON STREET","Brooklyn","3002244","302","Approved Work","Essential Business","321752643"
"1911 AVENUE U","BROOKLYN","3198277","315","Approved Work","Electrical","B00349773"
"1911 EAST 16 STREET","Brooklyn","3428695","315","Approved Work","Essential Facility","322001356"
"1917 KINGS HIGHWAY","BROOKLYN","3182510","315","Approved Work","Essential Facility","B00298990"
"1921 FULTON STREET","BROOKLYN","3041573","303","Approved Work","Essential Facility; Affordable Housing","321964647"
"1926 AVENUE X","Brooklyn","3203146","315","Approved Work","Essential Facility","321580160"
"1927 51 STREET","Brooklyn","3129551","312","Approved Work","Single Worker Limit","321778590"
"193 COOK STREET","Brooklyn","3421818","301","Approved Work","Essential Facility","321702136"
"193 PARK AVENUE","BROOKLYN","3058025","302","Approved Work","LAA","B00345501"
"1938 CONEY ISLAND AVENUE","Brooklyn","3425805","312","Approved Work","Essential Facility","321126517"
"194 AINSLIE STREET","Brooklyn","3069211","301","Approved Work","Emergency Construction","321192393"
"194 COURT STREET","BROOKLYN","3003276","306","Approved Work","Electrical","B00342807"
"194 LEFFERTS AVENUE","Brooklyn","3035273","309","Approved Work","Single Worker Limit","321993125; B00227356"
"1941 CONEY ISLAND AVENUE","Brooklyn","3182286","315","Approved Work","Essential Facility; Affordable Housing","321593539; 340685618; 340726101; B00338174"
